# k	Real	Imaginary	Magnitude	Phase
2.260000000000000000e+02 -8.874093935603316607e-02 -1.042506009755075069e-01 1.369055956546175734e-01 -2.276002369113981683e+00
2.270000000000000000e+02 5.325774213764293552e-02 2.022460771201523011e-01 2.091407727060657917e-01 1.313310353166869060e+00
2.280000000000000000e+02 2.027743079870396592e-01 -1.318381317795296326e-01 2.418650718287769785e-01 -5.764959669330000924e-01
2.290000000000000000e+02 2.077927351801914235e-01 5.650785728103587674e-02 2.153391713742743019e-01 2.655222742771948252e-01
2.300000000000000000e+02 1.521735964274099073e-01 1.117787180372423195e-01 1.888154793858319858e-01 6.335378655458291375e-01
2.310000000000000000e+02 4.151603500457602680e-02 4.239010774861484004e-02 5.933382169926658400e-02 7.958150542167483632e-01
2.320000000000000000e+02 7.324342349803508734e-02 3.518048151596638723e-02 8.125432521046353773e-02 4.477822432370654471e-01
2.330000000000000000e+02 -4.131827862585257805e-03 1.309308458389143170e-01 1.309960243426478155e-01 1.602343187078969500e+00
2.340000000000000000e+02 4.408351884695882461e-01 -2.299441743749058298e-01 4.972021588066312114e-01 -4.807860089610909160e-01
2.350000000000000000e+02 1.941908813014537050e-01 -3.002856237299672548e-01 3.576053050494787389e-01 -9.967534618973635796e-01
2.360000000000000000e+02 1.502186702158690434e-01 -6.370637599672514251e-02 1.631690878324081884e-01 -4.011004075539886249e-01
2.370000000000000000e+02 -2.383285552111905348e-01 7.008589275574092503e-02 2.484200728452165552e-01 2.855582692697120617e+00
2.380000000000000000e+02 -3.816122217923406668e-02 -1.860343419888917105e-01 1.899080179388241973e-01 -1.773119665226530417e+00
2.390000000000000000e+02 -1.708773328150752224e-01 -2.634346223817275456e-01 3.140013744227839743e-01 -2.146223170910176226e+00
2.400000000000000000e+02 -1.585566492869646682e-01 -1.570860988831634941e-01 2.231955499006208488e-01 -2.360853364102253327e+00
2.410000000000000000e+02 1.916273342636656829e-02 -2.936871588466930527e-01 2.943116674952128142e-01 -1.505639892138666225e+00
2.420000000000000000e+02 1.614039971688250863e-01 1.914075957976450471e-01 2.503759533803291415e-01 8.702354600181779753e-01
2.430000000000000000e+02 3.211400435727361780e-01 -1.333934380577730949e-02 3.214169654499706152e-01 -4.151360216925353147e-02
2.440000000000000000e+02 1.322656948554822021e-01 -2.194058896688544924e-01 2.561896923316492325e-01 -1.028294388767589052e+00
2.450000000000000000e+02 4.588529966354152334e-01 6.954582838395248490e-02 4.640934116822933442e-01 1.504196758688211011e-01
2.460000000000000000e+02 1.463662480469214988e-01 -4.535904076058974166e-01 4.766207469670378782e-01 -1.258660832179314681e+00
2.470000000000000000e+02 -1.417134047446303446e-01 -1.659605802383493922e-01 2.182329106192854307e-01 -2.277549022682894719e+00
2.480000000000000000e+02 -6.122765250503235668e-02 -1.347609272227244248e-01 1.480180155832573896e-01 -1.997255825997322543e+00
2.490000000000000000e+02 1.086208163815501199e-01 -4.554708819265816389e-01 4.682437463910997244e-01 -1.336688807094184916e+00
2.500000000000000000e+02 2.608630116215825412e-01 5.075542379732270182e-02 2.657548191042408137e-01 1.921664384539052417e-01
2.510000000000000000e+02 1.582239494199983165e-01 7.146780295994751286e-01 7.319832676791527826e-01 1.352918738052987457e+00
2.520000000000000000e+02 -1.803885991192495375e-01 -1.128977875183819896e-01 2.128049743750155820e-01 -2.582376031116155879e+00
2.530000000000000000e+02 1.949877342608296593e-01 1.613114293090898710e-01 2.530644063038368086e-01 6.911611832901227714e-01
2.540000000000000000e+02 6.428857212207003680e-02 1.389431679197077329e-01 1.530954748418734135e-01 1.137433972537307936e+00
2.550000000000000000e+02 -3.244460180093642898e-01 -5.546095675496692801e-02 3.291521476860040374e-01 -2.972288579034704004e+00
2.560000000000000000e+02 1.423207386598068780e-01 1.208528066261931322e-01 1.867099181139048880e-01 7.040050890750860768e-01
2.570000000000000000e+02 -3.206424085088452891e-01 -9.709874674875569600e-02 3.350219705549655758e-01 -2.847545537172419650e+00
2.580000000000000000e+02 1.373671956028200136e-01 -1.002907580710556690e-01 1.700822817998701164e-01 -6.306380920721219585e-01
2.590000000000000000e+02 1.490923387169178216e-02 -1.654409428759317513e-01 1.661113808091369548e-01 -1.480920940183612533e+00
2.600000000000000000e+02 -8.875481597668244405e-02 -6.749415683161164026e-02 1.115028186435883528e-01 -2.491433046164841070e+00
2.610000000000000000e+02 2.083354252718185307e-01 1.866397306948328616e-01 2.797106335072537808e-01 7.305240443305388576e-01
2.620000000000000000e+02 2.142911966915893307e-01 2.362145363563665224e-01 3.189326326445235948e-01 8.340236448178927064e-01
2.630000000000000000e+02 3.022856681270806312e-01 6.525420256356195825e-02 3.092486638730099768e-01 2.126069255181463613e-01
2.640000000000000000e+02 1.223717434824459632e-01 2.996036346796389083e-01 3.236312431088569919e-01 1.183030651921349374e+00
2.650000000000000000e+02 6.738199516396936595e-02 -3.210279240851954263e-02 7.463861301432182793e-02 -4.446143016147839910e-01
2.660000000000000000e+02 3.569962941624463815e-01 1.556125431000465742e-01 3.894375657480718678e-01 4.110616611583200464e-01
2.670000000000000000e+02 1.047552502985923950e-02 1.056182944122522893e-01 1.061365193475102137e-01 1.471936784201875126e+00
2.680000000000000000e+02 -2.824691502983208702e-01 2.439027431865569695e-01 3.731988330691602407e-01 2.429332166445461905e+00
2.690000000000000000e+02 3.119357573905601200e-02 4.965565548360570403e-01 4.975353769512699253e-01 1.508058983004773479e+00
2.700000000000000000e+02 5.290962531642745548e-02 6.079123247094858629e-02 8.059157770177759195e-02 8.546062557427414053e-01
2.710000000000000000e+02 3.134763588415569457e-01 1.145040517897667892e-01 3.337343336080874079e-01 3.502146186928307148e-01
2.720000000000000000e+02 2.125694576310195316e-01 3.628856392426416666e-01 4.205612458204945892e-01 1.040901801711049401e+00
2.730000000000000000e+02 2.273700835060210590e-02 -1.264389632649927375e-01 1.284670501734259396e-01 -1.392871968683093264e+00
2.740000000000000000e+02 5.954805381816651033e-02 1.582878839284703187e-01 1.691183754418311425e-01 1.210973176431083820e+00
2.750000000000000000e+02 4.909778194623909409e-01 3.133780352659655266e-01 5.824646016636554346e-01 5.680872763929116775e-01
2.760000000000000000e+02 -2.359838903949531275e-01 -5.832749289893718325e-03 2.360559626237303810e-01 -3.116880958478220442e+00
2.770000000000000000e+02 -1.034850170995471885e-01 1.406682913573614746e-01 1.746330923894240661e-01 2.205061018555572794e+00
2.780000000000000000e+02 1.348495785289365312e-01 1.568987458376648880e-01 2.068855366497716064e-01 8.608307507488269783e-01
2.790000000000000000e+02 3.833848043899439895e-01 -2.654908495521635103e-01 4.663360370302139790e-01 -6.056691383603839407e-01
2.800000000000000000e+02 1.364544822141234848e-01 -1.417779324936208063e-01 1.967760347666611398e-01 -8.045289351746690576e-01
2.810000000000000000e+02 -1.127929781340167720e-01 -2.652343129301413388e-02 1.158695314735328774e-01 -2.910637183083206736e+00
2.820000000000000000e+02 1.640005779096145311e-01 -3.770657389875856635e-01 4.111870147182929425e-01 -1.160537505070348141e+00
2.830000000000000000e+02 -3.261070873005150750e-01 -7.020859661922798645e-02 3.335791951349292850e-01 -2.929536387166064237e+00
2.840000000000000000e+02 3.339221939532295291e-01 -1.548352333250662960e-01 3.680733365694477399e-01 -4.341771987041330161e-01
2.850000000000000000e+02 -1.816625040735680430e-01 1.602037361432592788e-01 2.422116893556918449e-01 2.418881732369536408e+00
2.860000000000000000e+02 -1.401244905903344384e-01 4.163722783019252471e-01 4.393185029127917862e-01 1.895427001680481061e+00
2.870000000000000000e+02 6.415900166245655512e-02 3.356120289429956882e-01 3.416896420226361863e-01 1.381905244375718933e+00
2.880000000000000000e+02 1.389031317863680670e-01 8.091723350974409923e-02 1.607534718098853066e-01 5.274855688126169895e-01
2.890000000000000000e+02 2.010739078795629464e-01 -3.067691577707140627e-02 2.034005643835642974e-01 -1.513979208535011500e-01
2.900000000000000000e+02 -1.234591575272645930e-01 -2.905816790947945427e-01 3.157211994828540425e-01 -1.972556040301957303e+00
2.910000000000000000e+02 2.635896215992952762e-02 8.043588330139489484e-03 2.755892231879455978e-02 2.961800840978175975e-01
2.920000000000000000e+02 2.910050750118381435e-01 1.492488130059498319e-01 3.270461158098816323e-01 4.738933484716715827e-01
2.930000000000000000e+02 -2.602430419475881829e-01 1.192794718954346689e-01 2.862761486708033654e-01 2.711825893878818672e+00
2.940000000000000000e+02 1.760577900336005724e-02 -1.260457179273488382e-01 1.272693461212712485e-01 -1.432016480080063436e+00
2.950000000000000000e+02 -1.010533371875692310e-01 -1.467564165374649898e-01 1.781831157872779126e-01 -2.173815765428042557e+00
2.960000000000000000e+02 1.768420583148102854e-01 -1.523642873318835078e-01 2.334266258231299795e-01 -7.111808468356927149e-01
2.970000000000000000e+02 3.518817928127807582e-01 1.253634788916697940e-01 3.735462460699597309e-01 3.422459587366268319e-01
2.980000000000000000e+02 -4.310663039421956388e-01 -9.130182480088053221e-02 4.406293018018162533e-01 -2.932872712524946301e+00
2.990000000000000000e+02 -5.995791179420892347e-02 6.498371476086728382e-03 6.030903761927688261e-02 3.033631847268828619e+00
3.000000000000000000e+02 3.190041036131516794e-01 8.717856387982667044e-02 3.307018598710618762e-01 2.667697125432703653e-01
3.010000000000000000e+02 -4.495268398543383892e-01 1.782115638244353706e-01 4.835635855088540325e-01 2.764156806213887041e+00
3.020000000000000000e+02 5.806103583801867224e-02 1.493831898776285527e-01 1.602698390234398307e-01 1.200093607555582809e+00
3.030000000000000000e+02 -4.365770614510722236e-02 5.232666855157806773e-02 6.814745444665737395e-02 2.266122475107720469e+00
3.040000000000000000e+02 -2.201060120950952270e-01 1.328607710093893807e-02 2.205066357394677157e-01 3.081303632803563453e+00
3.050000000000000000e+02 -1.410943857639240795e-01 -3.921634320225512726e-01 4.167730594817822820e-01 -1.916161257528353312e+00
3.060000000000000000e+02 -1.234103450893692111e-02 1.520477653396188344e-01 1.525477763768537387e-01 1.651784303469049142e+00
3.070000000000000000e+02 5.573420680025518992e-02 -2.114256907398915919e-01 2.186484038645009065e-01 -1.313048594710834571e+00
3.080000000000000000e+02 -6.571146115052337033e-02 2.252861026223549334e-01 2.346738676574513238e-01 1.854602767884366621e+00
3.090000000000000000e+02 -2.428107316006760663e-01 1.194549308480228472e-01 2.706040130603414862e-01 2.684391860067053770e+00
3.100000000000000000e+02 5.289790891493681424e-02 3.794940381238932625e-01 3.831630380649364009e-01 1.432298101898670906e+00
3.110000000000000000e+02 2.253125037089349636e-01 1.100073470824507876e-02 2.255808956709543789e-01 4.878560117516700378e-02
3.120000000000000000e+02 3.499165945973248260e-02 -4.446499485868099510e-02 5.658225869942284936e-02 -9.040644579133145786e-01
3.130000000000000000e+02 -2.325488097720717351e-01 2.942813510902155261e-01 3.750739427444805818e-01 2.239549106268419632e+00
3.140000000000000000e+02 -3.872275540044922693e-02 3.834439710089129205e-01 3.853942535753316911e-01 1.671441850725292610e+00
3.150000000000000000e+02 -3.054155887775279743e-02 -1.487428483305706928e-02 3.397103424946246869e-02 -2.688384585393314818e+00
3.160000000000000000e+02 -2.888077952055669306e-01 3.134150912032891423e-01 4.261912269926103614e-01 2.315356429320783338e+00
3.170000000000000000e+02 2.017577845067362874e-01 -6.077715929147085860e-02 2.107132333305325456e-01 -2.925924041571066336e-01
3.180000000000000000e+02 3.629734582167977730e-01 -1.796347856905624596e-01 4.049918364608794952e-01 -4.595575681203945551e-01
3.190000000000000000e+02 2.813096107339839724e-01 -5.760902267267672960e-02 2.871478653666200698e-01 -2.019957869878873935e-01
3.200000000000000000e+02 2.435158485882937818e-03 -2.348905615267496139e-01 2.349031840805975713e-01 -1.560429493692115033e+00
3.210000000000000000e+02 -1.242302162939665361e-01 -1.751462024111501425e-01 2.147308521370259182e-01 -2.187732928361078688e+00
3.220000000000000000e+02 -5.653828021437708184e-02 1.004742927176789646e-03 5.654720716312288536e-02 3.123823503654619582e+00
3.230000000000000000e+02 4.639371733943905007e-01 1.131010439672139600e-01 4.775243941451058904e-01 2.391209963900009505e-01
3.240000000000000000e+02 -2.675959876211127242e-02 9.875110151290365790e-02 1.023125416355247647e-01 1.835421586469013322e+00
3.250000000000000000e+02 -5.697314778421497250e-02 4.905368800894038817e-04 5.697525949807273615e-02 3.132982900077986077e+00
3.260000000000000000e+02 -4.050013723737820592e-02 2.151651297091591863e-03 4.055725236687940383e-02 3.088515539918628594e+00
3.270000000000000000e+02 2.315958363483575783e-02 2.218246191424098346e-01 2.230303297128310436e-01 1.466768287254606173e+00
3.280000000000000000e+02 1.683390620191690945e-01 -1.204301101036364396e-01 2.069817654313240718e-01 -6.209882911893830348e-01
3.290000000000000000e+02 6.892699132786461735e-02 -3.207873245403712881e-01 3.281088808905986420e-01 -1.359146157874605132e+00
3.300000000000000000e+02 1.280454999833249841e-01 3.479344095917401569e-01 3.707478974234816316e-01 1.218162451766189536e+00
3.310000000000000000e+02 -1.094525805540018104e-01 -1.577628221553458165e-01 1.920129564491665219e-01 -2.177335113205322692e+00
3.320000000000000000e+02 1.830764440425588502e-01 3.277914694949499164e-02 1.859877867979636001e-01 1.771689463461822434e-01
3.330000000000000000e+02 -1.681895291118795099e-01 2.189161105800127571e-03 1.682037756092975289e-01 3.128577351729254996e+00
3.340000000000000000e+02 -5.492980867969885495e-01 1.163539615998515631e-01 5.614860929166559655e-01 2.932855112021641730e+00
3.350000000000000000e+02 -1.195345090664941545e-01 -2.619809666766211298e-01 2.879627159175032203e-01 -1.998853570059349716e+00
3.360000000000000000e+02 2.250534161421582913e-01 8.122608149561665047e-02 2.392628605370838435e-01 3.463690130009314805e-01
3.370000000000000000e+02 -2.573293999001157184e-01 -1.873992039802335474e-01 3.183345436885209878e-01 -2.512159840459754268e+00
3.380000000000000000e+02 2.734376765766961537e-01 -7.143118757048916301e-02 2.826138311006598514e-01 -2.555234702118612256e-01
3.390000000000000000e+02 -1.596236871916819067e-01 1.669601135285728177e-02 1.604944806146387515e-01 3.037375531773267134e+00
3.400000000000000000e+02 -2.532775730286402904e-01 1.281257522430092055e-01 2.838410424641144014e-01 2.673259367581021895e+00
3.410000000000000000e+02 -3.038353494020414325e-01 -2.330228185798977059e-03 3.038442849711978644e-01 -3.133923425817296771e+00
3.420000000000000000e+02 2.437331930292991888e-01 5.024787113856458987e-02 2.488588313446308264e-01 2.033109143036306021e-01
3.430000000000000000e+02 -1.264259332955699477e-01 -2.094451268667747446e-01 2.446441860700868665e-01 -2.113875671296205017e+00
3.440000000000000000e+02 1.714592080671162033e-01 -8.610622043249724356e-02 1.918659459835758418e-01 -4.654032937791371949e-01
3.450000000000000000e+02 -1.356172844336417382e-02 1.058827706736971686e-01 1.067477475355349120e-01 1.698185223700991342e+00
3.460000000000000000e+02 2.358814113613524888e-01 4.196519663879333395e-01 4.814019247147675595e-01 1.058719755663338091e+00
3.470000000000000000e+02 3.634347973596936399e-01 3.531223550432563973e-01 5.067348908089684967e-01 7.710075032800253192e-01
3.480000000000000000e+02 -2.772702176241702565e-01 7.323596920705557900e-02 2.867791498122754246e-01 2.883358033509210383e+00
3.490000000000000000e+02 -9.167772634702374412e-02 2.479713078074242613e-02 9.497211803006719300e-02 2.877432071140007430e+00
3.500000000000000000e+02 -1.891200216671967416e-01 -9.525573405333470633e-02 2.117546633853445714e-01 -2.675006385997839686e+00
3.510000000000000000e+02 2.932355563070955518e-03 4.885147270948556747e-02 4.893940227499602585e-02 1.510842324899465128e+00
3.520000000000000000e+02 2.516429341193283931e-02 -1.900164241795550546e-01 1.916754630121091929e-01 -1.439130290151157343e+00
3.530000000000000000e+02 3.309098912353385380e-01 3.152175012965437173e-02 3.324078471525904743e-01 9.497123961404842218e-02
3.540000000000000000e+02 -2.756331370658382518e-01 6.179813495790855704e-01 6.766642998388071595e-01 1.990337035445656211e+00
3.550000000000000000e+02 1.838738275207807416e-01 -2.996455164053974385e-01 3.515636783699350176e-01 -1.020409306443421205e+00
3.560000000000000000e+02 -9.002906195126780808e-02 3.513782563194491060e-02 9.664315177996929407e-02 2.769481197964064112e+00
3.570000000000000000e+02 1.502387950874349287e-01 -2.090318193420333537e-01 2.574218270597206648e-01 -9.476059082882272167e-01
3.580000000000000000e+02 -3.206572726485030361e-02 -5.711943136408533794e-01 5.720936591159434537e-01 -1.626875502002767648e+00
3.590000000000000000e+02 3.412802158708432287e-01 -7.881979555473717092e-02 3.502638233048624983e-01 -2.269736130294870424e-01
3.600000000000000000e+02 -1.837053618798630550e-01 -3.649429802231993758e-01 4.085719505761523651e-01 -2.037145075216074019e+00
3.610000000000000000e+02 -5.117539874657435206e-01 -5.778384634138498122e-01 7.718739751329665166e-01 -2.295618057515162125e+00
3.620000000000000000e+02 3.953829315858065074e-01 3.066823469115501077e-01 5.003815788941105014e-01 6.597216789184795482e-01
3.630000000000000000e+02 8.174406755847533901e-02 -7.943912582510823106e-02 1.139853819262012097e-01 -7.710990011291051216e-01
3.640000000000000000e+02 -3.948667221686619211e-01 -1.105564183127696332e-01 4.100517649106895091e-01 -2.868598660609221529e+00
3.650000000000000000e+02 -2.490527306100153992e-01 -1.413150686712525972e-01 2.863515518691416850e-01 -2.625480989252391595e+00
3.660000000000000000e+02 -2.182468396129667587e-01 3.131082317272861903e-01 3.816653609858195462e-01 2.179528388607446576e+00
3.670000000000000000e+02 -1.593685152784261039e-01 -5.313320533621730679e-02 1.679924437924235070e-01 -2.819783555402582742e+00
3.680000000000000000e+02 -3.499748792809245779e-02 1.131224345928974750e-01 1.184124544526518191e-01 1.870833586359645251e+00
3.690000000000000000e+02 8.005716308530430592e-02 1.917573243275819683e-01 2.077980288514317819e-01 1.175302107384202710e+00
3.700000000000000000e+02 3.238286966833398006e-03 -4.573025757313435857e-01 4.573140411937958172e-01 -1.563715166502177345e+00
3.710000000000000000e+02 -1.922969514365372723e-01 -8.966050563930474948e-03 1.925058637925113614e-01 -3.095000330672043720e+00
3.720000000000000000e+02 -2.037419287000800106e-01 -7.479917241851695431e-02 2.170384521344628226e-01 -2.789742100838386918e+00
3.730000000000000000e+02 2.478012639798670702e-01 4.877816997067799254e-02 2.525564813971482581e-01 1.943590252910962490e-01
3.740000000000000000e+02 6.574174613453559468e-02 -1.359321151832872110e-02 6.713235124885580385e-02 -2.038935660729172261e-01
3.750000000000000000e+02 3.567569928830380821e-01 -7.993361266222691330e-02 3.656021531722468132e-01 -2.204159292487286592e-01
3.760000000000000000e+02 -2.987977481606833852e-01 -8.665585716417119333e-02 3.111098389423780364e-01 -2.859321308149032514e+00
3.770000000000000000e+02 5.235180568665948053e-02 -2.654624237045853374e-01 2.705753313917707015e-01 -1.376085033969485005e+00
3.780000000000000000e+02 2.438251201679871860e-01 -4.413856992649931588e-01 5.042539288300889044e-01 -1.066106019899187629e+00
3.790000000000000000e+02 2.226084641474184583e-02 1.377417461125516052e-01 1.395289715623080073e-01 1.410568797235840943e+00
3.800000000000000000e+02 3.026198195285698112e-01 -2.363820136964700502e-01 3.839989733979797260e-01 -6.631214805803004042e-01
3.810000000000000000e+02 7.156707014294257096e-02 -2.254512503893006115e-01 2.365377598417300886e-01 -1.263418015372387515e+00
3.820000000000000000e+02 2.897338640075427518e-01 1.557543394198897257e-02 2.901522119426673263e-01 5.370603183397010261e-02
3.830000000000000000e+02 8.071272463207272707e-02 8.708290996913616022e-02 1.187349027296753790e-01 8.233438920099961367e-01
3.840000000000000000e+02 4.092319517552855390e-01 -9.299679676345097568e-02 4.196655746492711225e-01 -2.234522847203944951e-01
3.850000000000000000e+02 5.584398724008566850e-01 -3.142346198469115892e-01 6.407795934620719169e-01 -5.125420611021574979e-01
3.860000000000000000e+02 -1.010589435884033660e-02 2.316367213923428425e-01 2.318570676045608736e-01 1.614396882395734423e+00
3.870000000000000000e+02 9.006714860319690874e-02 3.028448306742246299e-01 3.159542415028007700e-01 1.281723232220912001e+00
3.880000000000000000e+02 1.588212935952417193e-01 1.290516221886640613e-01 2.046424308123602764e-01 6.823519056531156535e-01
3.890000000000000000e+02 -9.412726216464915863e-02 -2.532365547318905508e-01 2.701641984702828347e-01 -1.926668057215557672e+00
3.900000000000000000e+02 -2.144309901616015812e-01 1.381058271854664066e-01 2.550565996877296460e-01 2.569406485912046456e+00
3.910000000000000000e+02 3.196476361862765625e-02 -6.726276682292478548e-02 7.447164503265583935e-02 -1.127166667179152038e+00
3.920000000000000000e+02 -1.550874841650468072e-02 2.117283579360976220e-02 2.624519485524158188e-02 2.202992163712133689e+00
3.930000000000000000e+02 1.400507548927797663e-01 9.694864336907026148e-02 1.703327725281915395e-01 6.054984619312293592e-01
3.940000000000000000e+02 -1.073762061618803998e-01 1.768851890191247000e-01 2.069251549330098361e-01 2.116375484734460688e+00
3.950000000000000000e+02 -8.157477166924113898e-02 -1.488223465370262510e-01 1.697130937838196019e-01 -2.072206727938858073e+00
3.960000000000000000e+02 1.237840228175554613e-01 1.792211107130410319e-01 2.178134312436063036e-01 9.663543852368247089e-01
3.970000000000000000e+02 2.970522023268907796e-01 1.786003822936075291e-01 3.466094451434911794e-01 5.413325369957634470e-01
3.980000000000000000e+02 2.509169454371198982e-03 -2.860751168888825413e-02 2.871734069130753644e-02 -1.483310053532010953e+00
3.990000000000000000e+02 1.016756960251661845e-01 -4.120795853989751151e-02 1.097089012306107642e-01 -3.850568300380302622e-01
4.000000000000000000e+02 -3.921686744187064533e-01 -3.089250584733169713e-01 4.992303686155998288e-01 -2.474375134952305100e+00
4.010000000000000000e+02 2.658518325943692862e-02 -1.021726861811045883e-01 1.055747591538826469e-01 -1.316242313408094500e+00
4.020000000000000000e+02 6.725843535548184371e-03 -2.042249059669629108e-01 2.043356287789271086e-01 -1.537874713087447498e+00
4.030000000000000000e+02 -1.579653333154370509e-01 -1.386250495038564012e-01 2.101664837204157144e-01 -2.421311034332002343e+00
4.040000000000000000e+02 1.602149464429356573e-01 1.670677008441426303e-01 2.314745034103339039e-01 8.063334414319406340e-01
4.050000000000000000e+02 -2.942467878325822489e-02 3.127905827395076610e-01 3.141715460891051359e-01 1.664591795705235855e+00
4.060000000000000000e+02 -4.684584339561420618e-01 5.010218429667097351e-02 4.711300597668743873e-01 3.035046482296578585e+00
4.070000000000000000e+02 2.736050479206564301e-01 2.120738734182698870e-01 3.461719948729143903e-01 6.593784789694052684e-01
4.080000000000000000e+02 -8.060465195298527341e-02 2.740995657010245612e-01 2.857055859341083859e-01 1.856804561405680509e+00
4.090000000000000000e+02 -1.377458582080221539e-01 -5.674470292753046319e-02 1.489761147425929799e-01 -2.750825347192311643e+00
4.100000000000000000e+02 -1.056642384878394986e-01 -3.405835784928574750e-01 3.565979602216134969e-01 -1.871625196245232603e+00
4.110000000000000000e+02 8.858932305453898204e-03 -1.790045095657825658e-01 1.792235897600507333e-01 -1.521346677013976745e+00
4.120000000000000000e+02 -1.061415764367856090e-01 1.353920150395745980e-01 1.720378795061204003e-01 2.235678380208746319e+00
4.130000000000000000e+02 -3.185628831966440533e-01 3.225407218450930258e-01 4.533374326028155599e-01 2.349989896157774538e+00
4.140000000000000000e+02 8.630914150080826186e-02 -5.458067529560875486e-02 1.021191364159099169e-01 -5.638928295433375260e-01
4.150000000000000000e+02 -7.527044222946943641e-02 2.581703200560005185e-02 7.957486170266381276e-02 2.811176147508398948e+00
4.160000000000000000e+02 -2.493515626249104833e-01 1.424669204020660718e-01 2.871811713750281880e-01 2.622506059051974869e+00
4.170000000000000000e+02 1.993682586063288409e-01 -1.088920240991021748e-01 2.271677253751497871e-01 -4.999097878688669727e-01
4.180000000000000000e+02 -1.930535203812744904e-01 -3.196634866557873655e-01 3.734359468938922566e-01 -2.114098577002278212e+00
4.190000000000000000e+02 -9.219317107085672758e-02 -1.730290460703158006e-01 1.960577251120284858e-01 -2.060353169996235412e+00
4.200000000000000000e+02 -2.647197930089628670e-01 1.533246344720260723e-01 3.059166754962673873e-01 2.616610716682984172e+00
4.210000000000000000e+02 3.176645062199796588e-01 1.539113388080793621e-01 3.529864568587283147e-01 4.511782535022348939e-01
4.220000000000000000e+02 1.194965035385543994e-01 2.536334635090576467e-02 1.221585596511998301e-01 2.091478915562011431e-01
4.230000000000000000e+02 1.368607517720402955e-01 -4.405687930007189390e-01 4.613368907227324844e-01 -1.269601777902260142e+00
4.240000000000000000e+02 -1.270904464042174054e-01 -1.278418261476922391e-01 1.802651216403218237e-01 -2.353247128682474099e+00
4.250000000000000000e+02 -1.875451799957787991e-01 -2.683084906585872509e-01 3.273570538405095598e-01 -2.180844688279262478e+00
4.260000000000000000e+02 -2.012592497898959554e-01 1.183213810996686377e-01 2.334635621490530888e-01 2.610113778968532916e+00
4.270000000000000000e+02 2.231932367770274594e-01 -1.039030593766757798e-01 2.461931491549658180e-01 -4.356930346099057161e-01
4.280000000000000000e+02 -1.950386773103748861e-01 -4.853043230576309375e-03 1.950990458089900403e-01 -3.116715321037071718e+00
4.290000000000000000e+02 4.569128579537138912e-01 2.077898630313469164e-01 5.019422147439052129e-01 4.268128526120295585e-01
4.300000000000000000e+02 1.918639067690921518e-01 1.730780940802293388e-01 2.583946310803372781e-01 7.339673987141802636e-01
4.310000000000000000e+02 2.321130262709032166e-01 1.009685422215613054e-01 2.531227044004235593e-01 4.103078945603555461e-01
4.320000000000000000e+02 -2.741216711702219588e-01 -6.805481002395386003e-02 2.824431761833727794e-01 -2.898247619999264391e+00
4.330000000000000000e+02 1.003891370939076488e-02 3.171920530029142538e-01 3.173508756513335194e-01 1.539157565034264596e+00
4.340000000000000000e+02 2.338505566014120463e-01 2.095950466784166077e-03 2.338599491814480069e-01 8.962537341880781952e-03
4.350000000000000000e+02 2.622383332279540347e-02 9.463770000848051311e-02 9.820378657178606419e-02 1.300481495146732280e+00
4.360000000000000000e+02 -1.115633985841613107e-01 -5.070824201159206124e-02 1.225467980469283347e-01 -2.714982942665251198e+00
4.370000000000000000e+02 8.656104789238774910e-02 -3.850357476381569694e-02 9.473827252922122077e-02 -4.185329701215200759e-01
4.380000000000000000e+02 4.381675942880908226e-02 -2.299464558940296499e-01 2.340839186810299566e-01 -1.382501657222709124e+00
4.390000000000000000e+02 4.109741003837963369e-02 3.337392935299505758e-01 3.362601866973448095e-01 1.448270910328516736e+00
4.400000000000000000e+02 -3.705524790940532553e-01 3.377223580479978282e-01 5.013636712888647207e-01 2.402513570621084504e+00
4.410000000000000000e+02 -7.639496068592990796e-02 3.619125636928235412e-01 3.698876772439396166e-01 1.778829178348170670e+00
4.420000000000000000e+02 1.152952024843170442e-01 -3.960815409337832271e-01 4.125209943558992287e-01 -1.287534159208609807e+00
4.430000000000000000e+02 2.703219853524051475e-01 -1.585484180205713189e-01 3.133872630176469110e-01 -5.304464751823386726e-01
4.440000000000000000e+02 -1.681865579855250648e-01 -2.379065611713231942e-01 2.913524500246787441e-01 -2.186167343806376007e+00
4.450000000000000000e+02 -5.754009275143007196e-02 1.228574325279122720e-02 5.883707811505156648e-02 2.931235145354901039e+00
4.460000000000000000e+02 -8.419719921585580580e-02 3.029458391133513784e-01 3.144286084183293140e-01 1.841882841546497618e+00
4.470000000000000000e+02 1.365020067510653301e-01 -1.730985416918606468e-01 2.204447844311965277e-01 -9.030578403328766157e-01
4.480000000000000000e+02 3.703380118648768038e-01 -1.491028649528190753e-02 3.706380440205794824e-01 -4.023955808162393150e-02
4.490000000000000000e+02 1.621806247411032575e-02 -1.024418112343744997e-01 1.037176467116052714e-01 -1.413784558415340120e+00
4.500000000000000000e+02 -1.329255456608057218e-01 -1.117682133274786049e-01 1.736701879990912856e-01 -2.442444514635961905e+00
4.510000000000000000e+02 1.349979003993491966e-01 -9.327637646203429389e-02 1.640881333860549074e-01 -6.046241603683669696e-01
4.520000000000000000e+02 1.437822355929457840e-02 3.773905896792298931e-01 3.776643886986935650e-01 1.532715693201400775e+00
